Time [s],Flags,FrameId,PayloadLength,HeaderCRC,CycleCount,Data,CRC
0.007543520000000,4,78,102,1727,23,31|0|0|204|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|207|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|193|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|96|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|156|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|0,8676509
0.007984380000000,4,103,43,1874,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128,14761514
0.009402720000000,4,2,17,1611,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|164|24|180|122|161|2|0|0|0|16,15371259
0.009454920000000,0,3,17,1982,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2233416
0.009507120000000,4,4,17,629,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|80|4|0|0|0|255|31|0|208|132|0|254|7|0|0|42|0|80,1951217
0.009559500000000,4,5,17,896,24,0|0|0|1|9|0|0|253|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|149|2|0|8|8|8|0|12|0|144,1754133
0.009611630000000,4,6,17,415,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|10|0|0|203|42|179|3|146|58|244|72|3|1|128|0|0|112,6908054
0.009663720000000,0,7,17,106,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11113054
0.009715890000000,7,8,17,1711,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|8|30|128|254|247|255|127|0|0|0|0|0|0|0|0|0|36,1639969
0.009768090000000,4,9,17,121,24,127|172|18|196|48|47|2|32|0|0|0|0|0|0|0|0|147|2|114|0|0|0|1|0|0|0|0|0|0|0|0|0|0|160,9529134
